group,dev,s,row_idx,col_idx,time_ms,minors_tested,matrix,is_principal,prime
29,2,5,"4,5,6,9","5,6,11,19",40.281,811188.0,,False,536870909
29,3,14,"7,11,13,14,15","10,14,15,26,29",13444.6069,160982640.0,kernel_29_100.txt,False,536870909
29,3,7,"2,7,8,15,27","7,8,9,11,17",6802.1021,81834480.0,kernel_29_11.txt,False,536870909
29,3,10,"10,11,14,26,29","10,11,17,25,27",9831.6011,118053936.0,kernel_29_14.txt,False,536870909
29,3,9,"5,9,10,13,21","0,1,9,10,22",8601.4309,103298832.0,kernel_29_15.txt,False,536870909
29,3,3,"3,4,10,13,28","3,4,7,11,29",3240.7581,38905776.0,kernel_29_17.txt,False,536870909
29,3,15,"1,10,15,16,21","3,15,16,17,23",14052.7778,167691888.0,kernel_29_18.txt,False,536870909
29,3,15,"3,7,15,16,26","2,6,8,15,16",14010.8691,167691888.0,kernel_29_19.txt,False,536870909
29,3,8,"1,8,9,10,22","8,9,16,17,18",8026.2781,96589584.0,kernel_29_21.txt,False,536870909
29,3,13,"13,14,16,19,28","11,13,14,22,27",12553.845,150250464.0,kernel_29_24.txt,False,536870909
29,3,0,"0,1,5,11,12","0,1,6,12,19",563.6541,6709248.0,kernel_29_25.txt,False,536870909
29,3,2,"2,3,6,8,18","2,3,9,11,15",2340.6062,28173600.0,kernel_29_28.txt,False,536870909
29,3,6,"0,6,7,22,27","2,6,7,12,23",5902.238,71102304.0,kernel_29_3.txt,False,536870909
29,3,5,"5,6,13,15,29","4,5,6,20,28",5049.5488,60370128.0,kernel_29_32.txt,False,536870909
29,3,7,"7,8,20,22,23","1,3,7,8,12",6815.5801,81834480.0,kernel_29_33.txt,False,536870909
29,3,1,"1,2,12,14,23","1,2,21,27,29",1779.459,21464352.0,kernel_29_35.txt,False,536870909
29,3,2,"2,3,21,25,29","2,3,9,10,12",2337.042,28173600.0,kernel_29_38.txt,False,536870909
29,3,0,"0,1,11,21,28","0,1,2,14,21",559.7559,6709248.0,kernel_29_40.txt,False,536870909
29,3,23,"6,9,19,23,24","5,13,15,23,24",21331.5911,253549296.0,kernel_29_41.txt,False,536870909
29,3,17,"4,5,17,18,29","7,13,17,18,20",15859.2781,189156240.0,kernel_29_42.txt,False,536870909
29,3,1,"1,2,16,17,19","0,1,2,18,22",1460.446,17441424.0,kernel_29_46.txt,False,536870909
29,3,6,"6,7,8,19,28","6,7,9,16,20",6260.4402,75125232.0,kernel_29_47.txt,False,536870909
29,3,14,"0,3,14,15,20","0,11,14,15,26",13143.0969,156959712.0,kernel_29_48.txt,False,536870909
29,3,2,"0,2,3,16,20","2,3,9,21,26",2669.1799,32196528.0,kernel_29_5.txt,False,536870909
29,3,0,"0,1,13,21,23","0,1,11,12,14",902.7041,10732176.0,kernel_29_51.txt,False,536870909
29,3,0,"0,1,9,17,28","0,1,14,16,20",877.677,10732176.0,kernel_29_56.txt,False,536870909
29,3,5,"2,5,6,7,24","5,6,17,18,26",5353.394,64393056.0,kernel_29_58.txt,False,536870909
29,3,3,"3,4,14,22,26","3,4,12,16,26",3559.48,42928704.0,kernel_29_6.txt,False,536870909
29,3,22,"14,19,22,23,27","16,18,22,23,27",20775.4631,246840048.0,kernel_29_63.txt,False,536870909
29,3,1,"1,2,8,13,28","0,1,2,10,14",1444.918,17441424.0,kernel_29_64.txt,False,536870909
29,3,6,"6,7,11,21,24","3,6,7,25,28",5915.313,71102304.0,kernel_29_66.txt,False,536870909
29,3,25,"2,10,25,26,27","13,17,25,26,27",23519.8701,279036576.0,kernel_29_69.txt,False,536870909
29,3,13,"3,10,13,14,28","3,8,13,14,22",12203.572,146227536.0,kernel_29_70.txt,False,536870909
29,3,25,"5,9,10,25,26","6,7,14,25,26",23128.2368,275013648.0,kernel_29_74.txt,False,536870909
29,3,14,"13,14,15,20,23","6,14,15,18,25",13095.218,156959712.0,kernel_29_77.txt,False,536870909
29,3,2,"2,3,11,13,14","2,3,14,18,20",2678.502,32196528.0,kernel_29_78.txt,False,536870909
29,3,2,"2,3,7,10,11","2,3,12,18,28",2676.781,32196528.0,kernel_29_79.txt,False,536870909
29,3,8,"8,9,13,19,28","6,8,9,14,25",7687.741,92566656.0,kernel_29_81.txt,False,536870909
29,3,1,"1,2,8,17,26","1,2,18,25,28",1775.1641,21464352.0,kernel_29_86.txt,False,536870909
29,3,14,"14,15,16,23,25","1,9,14,15,23",13144.571,156959712.0,kernel_29_92.txt,False,536870909
29,3,5,"0,1,4,5,6","5,6,10,13,25",5370.1619,64393056.0,kernel_29_94.txt,False,536870909
29,3,2,"2,3,5,20,23","1,2,3,17,22",2330.45,28173600.0,kernel_29_98.txt,False,536870909
29,3,15,"6,15,16,23,26","2,13,15,16,23",14021.939,167691888.0,,False,536870909
29,4,1,"0,1,2,11,19,20","1,2,4,9,16,26",100006.667,754688025.0,kernel_29_10.txt,False,536870909
29,4,0,"0,1,5,16,20,21","0,1,2,7,14,19",44479.4021,335462400.0,kernel_29_100.txt,False,536870909
29,4,0,"0,1,2,11,19,25","0,1,7,9,11,16",44585.251,335462400.0,kernel_29_11.txt,False,536870909
29,4,0,"0,1,6,9,13,28","0,1,3,18,25,27",44489.509,335462400.0,kernel_29_12.txt,False,536870909
29,4,1,"1,2,5,9,12,15","0,1,2,6,25,26",100211.738,754688025.0,kernel_29_13.txt,False,536870909
29,4,0,"0,1,3,7,11,18","0,1,5,8,11,19",44545.4128,335462400.0,kernel_29_14.txt,False,536870909
29,4,1,"1,2,3,11,18,28","1,2,7,9,19,25",100233.198,754688025.0,kernel_29_15.txt,False,536870909
29,4,2,"2,3,9,11,13,22","2,3,8,10,16,19",156563.6011,1173913650.0,kernel_29_16.txt,False,536870909
29,4,2,"2,3,15,21,22,28","2,3,20,23,25,27",167125.7148,1257676875.0,kernel_29_17.txt,False,536870909
29,4,2,"2,3,4,17,22,26","2,3,6,9,28,29",156631.3721,1173913650.0,kernel_29_18.txt,False,536870909
29,4,3,"1,3,4,12,21,25","3,4,8,21,23,24",211817.7581,1593139275.0,kernel_29_19.txt,False,536870909
29,4,0,"0,1,2,13,15,24","0,1,5,8,14,28",44585.658,335462400.0,kernel_29_2.txt,False,536870909
29,4,1,"1,2,5,20,22,26","1,2,12,18,20,28",111364.906,838451250.0,kernel_29_20.txt,False,536870909
29,4,2,"0,2,3,10,20,25","2,3,7,13,15,16",155731.4761,1173913650.0,kernel_29_21.txt,False,536870909
29,4,0,"0,1,9,19,20,26","0,1,6,14,17,27",44529.9421,335462400.0,kernel_29_22.txt,False,536870909
29,4,0,"0,1,15,23,28,29","0,1,6,9,16,21",45087.2651,335462400.0,kernel_29_23.txt,False,536870909
29,4,2,"0,1,2,3,16,28","2,3,5,9,26,27",155813.833,1173913650.0,kernel_29_24.txt,False,536870909
29,4,1,"1,2,8,9,18,29","1,2,8,12,24,28",100947.387,754688025.0,kernel_29_25.txt,False,536870909
29,4,1,"0,1,2,6,15,27","1,2,5,13,18,24",100399.9568,754688025.0,kernel_29_26.txt,False,536870909
29,4,0,"0,1,6,15,20,26","0,1,6,13,23,26",44663.666,335462400.0,kernel_29_27.txt,False,536870909
29,4,0,"0,1,9,11,20,28","0,1,7,13,16,21",44236.3599,335462400.0,kernel_29_28.txt,False,536870909
29,4,1,"1,2,6,16,22,25","1,2,6,10,18,19",100341.394,754688025.0,kernel_29_29.txt,False,536870909
29,4,0,"0,1,2,13,18,24","0,1,5,7,18,23",44207.822,335462400.0,kernel_29_3.txt,False,536870909
29,4,0,"0,1,16,22,25,28","0,1,9,22,26,27",44835.4431,335462400.0,kernel_29_30.txt,False,536870909
29,4,0,"0,1,3,9,25,26","0,1,4,6,7,10",44442.6338,335462400.0,kernel_29_31.txt,False,536870909
29,4,1,"0,1,2,14,25,28","1,2,8,15,19,22",99685.512,754688025.0,kernel_29_32.txt,False,536870909
29,4,2,"2,3,17,25,28,29","1,2,3,4,21,25",156525.6238,1173913650.0,kernel_29_33.txt,False,536870909
29,4,0,"0,1,4,13,20,29","0,1,10,11,19,21",44510.365,335462400.0,kernel_29_34.txt,False,536870909
29,4,0,"0,1,9,10,20,28","0,1,5,12,15,28",44295.436,335462400.0,kernel_29_35.txt,False,536870909
29,4,1,"1,2,7,13,23,25","1,2,4,11,22,28",100261.489,754688025.0,kernel_29_36.txt,False,536870909
29,4,0,"0,1,2,4,13,28","0,1,10,12,14,19",44865.7261,335462400.0,kernel_29_37.txt,False,536870909
29,4,1,"1,2,4,7,13,20","1,2,4,16,22,25",99853.0449,754688025.0,kernel_29_38.txt,False,536870909
29,4,0,"0,1,2,6,11,22","0,1,4,10,27,29",44485.8052,335462400.0,kernel_29_39.txt,False,536870909
29,4,0,"0,1,7,15,25,27","0,1,2,3,6,15",44594.4451,335462400.0,kernel_29_4.txt,False,536870909
29,4,0,"0,1,2,12,24,26","0,1,6,18,25,26",44101.8682,335462400.0,kernel_29_40.txt,False,536870909
29,4,0,"0,1,14,23,24,29","0,1,6,9,15,17",44877.731,335462400.0,kernel_29_41.txt,False,536870909
29,4,1,"1,2,10,13,17,27","1,2,4,12,13,15",100708.0879,754688025.0,kernel_29_42.txt,False,536870909
29,4,1,"1,2,13,24,25,27","0,1,2,3,4,7",100837.0369,754688025.0,kernel_29_43.txt,False,536870909
29,4,0,"0,1,8,9,14,29","0,1,10,15,20,27",44813.2688,335462400.0,kernel_29_44.txt,False,536870909
29,4,0,"0,1,10,14,16,28","0,1,3,11,18,24",44265.3252,335462400.0,kernel_29_45.txt,False,536870909
29,4,0,"0,1,2,7,10,25","0,1,9,12,15,23",44259.031,335462400.0,kernel_29_46.txt,False,536870909
29,4,0,"0,1,3,11,24,25","0,1,9,10,19,23",44340.8779,335462400.0,kernel_29_47.txt,False,536870909
29,4,0,"0,1,4,14,22,25","0,1,12,13,20,25",55994.2539,419225625.0,kernel_29_48.txt,False,536870909
29,4,0,"0,1,10,15,21,25","0,1,12,20,21,25",55711.7981,419225625.0,kernel_29_49.txt,False,536870909
29,4,0,"0,1,6,8,15,22","0,1,5,16,19,29",44575.7251,335462400.0,kernel_29_5.txt,False,536870909
29,4,2,"2,3,8,14,17,22","2,3,5,6,7,19",156573.637,1173913650.0,kernel_29_50.txt,False,536870909
29,4,1,"1,2,9,18,19,25","1,2,9,16,22,28",100162.9851,754688025.0,kernel_29_51.txt,False,536870909
29,4,1,"0,1,2,6,15,23","1,2,9,15,23,26",99501.3589,754688025.0,kernel_29_52.txt,False,536870909
29,4,0,"0,1,8,16,25,27","0,1,5,8,16,29",44818.4861,335462400.0,kernel_29_53.txt,False,536870909
29,4,0,"0,1,4,19,21,28","0,1,9,12,20,28",44763.637,335462400.0,kernel_29_54.txt,False,536870909
29,4,2,"2,3,12,17,21,24","2,3,4,19,22,25",156448.6399,1173913650.0,kernel_29_55.txt,False,536870909
29,4,1,"0,1,2,14,18,27","1,2,7,14,19,21",100440.1221,754688025.0,kernel_29_56.txt,False,536870909
29,4,1,"1,2,15,20,24,28","1,2,4,6,26,27",100441.49,754688025.0,kernel_29_57.txt,False,536870909
29,4,0,"0,1,14,24,26,27","0,1,3,16,22,24",44553.73,335462400.0,kernel_29_58.txt,False,536870909
29,4,0,"0,1,10,13,18,20","0,1,3,9,22,29",44392.6309,335462400.0,kernel_29_59.txt,False,536870909
29,4,0,"0,1,8,10,21,27","0,1,8,11,15,29",44182.4841,335462400.0,kernel_29_6.txt,False,536870909
29,4,0,"0,1,3,15,26,29","0,1,7,12,21,24",44658.875,335462400.0,kernel_29_60.txt,False,536870909
29,4,1,"1,2,4,14,15,20","1,2,6,8,21,28",99785.1411,754688025.0,kernel_29_61.txt,False,536870909
29,4,0,"0,1,13,20,22,24","0,1,13,22,23,24",55694.3311,419225625.0,kernel_29_62.txt,False,536870909
29,4,1,"1,2,16,17,21,23","1,2,6,7,17,23",100157.3621,754688025.0,kernel_29_63.txt,False,536870909
29,4,0,"0,1,5,8,12,13","0,1,6,9,15,21",44429.7742,335462400.0,kernel_29_64.txt,False,536870909
29,4,0,"0,1,8,17,24,29","0,1,7,15,22,29",44409.8621,335462400.0,kernel_29_65.txt,False,536870909
29,4,0,"0,1,8,16,17,28","0,1,2,10,11,14",44647.8889,335462400.0,kernel_29_66.txt,False,536870909
29,4,0,"0,1,4,6,11,17","0,1,8,17,26,27",44408.978,335462400.0,kernel_29_67.txt,False,536870909
29,4,1,"1,2,3,6,25,29","1,2,7,17,23,26",99785.23,754688025.0,kernel_29_68.txt,False,536870909
29,4,2,"0,2,3,17,19,27","0,2,3,11,13,28",155806.8992,1173913650.0,kernel_29_69.txt,False,536870909
29,4,0,"0,1,5,10,21,29","0,1,10,14,16,17",44541.707,335462400.0,kernel_29_7.txt,False,536870909
29,4,1,"0,1,2,13,16,17","1,2,10,14,18,28",100483.8281,754688025.0,kernel_29_70.txt,False,536870909
29,4,0,"0,1,4,5,6,20","0,1,5,10,17,23",44453.27,335462400.0,kernel_29_71.txt,False,536870909
29,4,1,"1,2,10,11,13,15","1,2,4,7,15,22",100235.1809,754688025.0,kernel_29_72.txt,False,536870909
29,4,2,"0,2,3,4,10,29","0,2,3,5,15,18",155620.8091,1173913650.0,kernel_29_73.txt,False,536870909
29,4,0,"0,1,3,14,19,23","0,1,9,10,15,23",44942.9451,335462400.0,kernel_29_74.txt,False,536870909
29,4,0,"0,1,2,5,13,17","0,1,4,9,16,27",44418.1321,335462400.0,kernel_29_75.txt,False,536870909
29,4,3,"1,3,4,20,23,27","0,1,3,4,14,18",211675.7178,1593139275.0,kernel_29_76.txt,False,536870909
29,4,0,"0,1,4,14,15,22","0,1,2,9,14,15",45003.5491,335462400.0,kernel_29_77.txt,False,536870909
29,4,0,"0,1,12,13,17,24","0,1,4,11,20,24",44336.9502,335462400.0,kernel_29_78.txt,False,536870909
29,4,2,"2,3,5,22,24,27","2,3,5,17,20,24",156105.0591,1173913650.0,kernel_29_79.txt,False,536870909
29,4,0,"0,1,3,7,17,20","0,1,10,16,23,26",44171.208,335462400.0,kernel_29_8.txt,False,536870909
29,4,0,"0,1,7,10,15,24","0,1,6,7,25,28",44514.3391,335462400.0,kernel_29_80.txt,False,536870909
29,4,0,"0,1,6,11,15,20","0,1,3,7,11,18",44549.509,335462400.0,kernel_29_81.txt,False,536870909
29,4,4,"4,5,15,16,20,28","3,4,5,6,12,14",267767.531,2012364900.0,kernel_29_82.txt,False,536870909
29,4,2,"2,3,7,9,11,18","2,3,9,22,23,28",155786.9771,1173913650.0,kernel_29_83.txt,False,536870909
29,4,1,"1,2,3,8,9,26","1,2,8,12,22,29",99813.7859,754688025.0,kernel_29_84.txt,False,536870909
29,4,1,"1,2,5,13,19,26","1,2,4,6,26,28",100524.9031,754688025.0,kernel_29_85.txt,False,536870909
29,4,2,"2,3,5,9,18,19","2,3,6,20,26,27",155775.6599,1173913650.0,kernel_29_86.txt,False,536870909
29,4,3,"3,4,13,21,23,25","3,4,6,11,13,22",212253.092,1593139275.0,kernel_29_87.txt,False,536870909
29,4,2,"2,3,6,15,16,24","2,3,8,9,10,11",156555.6321,1173913650.0,kernel_29_88.txt,False,536870909
29,4,2,"2,3,13,17,20,26","2,3,9,10,14,19",157402.658,1173913650.0,kernel_29_89.txt,False,536870909
29,4,2,"2,3,11,12,14,24","2,3,14,17,19,24",168096.1941,1257676875.0,kernel_29_9.txt,False,536870909
29,4,6,"3,6,7,14,15,24","4,6,7,10,26,28",380786.238,2850816150.0,kernel_29_90.txt,False,536870909
29,4,3,"3,4,6,7,13,29","3,4,9,11,12,22",212236.8918,1593139275.0,kernel_29_91.txt,False,536870909
29,4,1,"1,2,5,10,19,22","0,1,2,10,22,29",100145.1421,754688025.0,kernel_29_92.txt,False,536870909
29,4,0,"0,1,6,13,16,25","0,1,5,7,8,29",44475.9421,335462400.0,kernel_29_93.txt,False,536870909
29,4,0,"0,1,3,5,17,20","0,1,2,9,23,28",44395.9871,335462400.0,kernel_29_94.txt,False,536870909
29,4,0,"0,1,3,7,21,22","0,1,5,14,17,27",44083.696,335462400.0,kernel_29_95.txt,False,536870909
29,4,1,"1,2,4,14,25,26","1,2,3,8,20,25",100360.4121,754688025.0,kernel_29_96.txt,False,536870909
29,4,0,"0,1,4,13,21,24","0,1,8,9,12,18",44770.219,335462400.0,kernel_29_97.txt,False,536870909
29,4,0,"0,1,2,19,22,27","0,1,7,11,12,28",44745.6299,335462400.0,kernel_29_98.txt,False,536870909
29,4,0,"0,1,4,11,16,21","0,1,6,8,10,17",44931.499,335462400.0,kernel_29_99.txt,False,536870909
29,4,11,"8,11,12,22,24,29","1,11,12,16,21,23",659933.1418,4946944275.0,,False,536870909
